word,freq,in_words,postag
kingdom,3,1,n
transitional,3,1,a
hacienda,3,1,n
soldier,3,1,n
reimbursable,3,1,a
footprint,3,1,n
competitor,3,1,n
distinct,3,1,n
niche,3,1,n
cease,3,1,n
licensee,3,1,n
professionalism,3,1,n
landholding,3,1,n
compete,3,1,n
automobile,3,1,n
demonstrable,3,1,a
soviet,3,1,a
passive,3,1,n
consult,3,1,n
uniformity,3,1,n
absolute,3,1,n
relocate,3,1,n
liquidate,3,1,n
rip,3,1,n
brake,3,1,n
random,3,1,n
ory,3,1,n
indebted,3,1,a
shoal,3,1,n
affiliation,3,1,n
sex,3,1,n
purview,3,1,n
vineyard,3,1,n
whereas,3,1,n
perennial,3,1,n
desert,3,1,n
intensify,3,1,n
wealth,3,1,n
insured,3,1,a
tor,3,1,n
leaf,3,1,n
pulp,3,1,n
ethical,3,1,a
medicinal,3,1,n
woody,3,1,n
familia,3,1,n
sentinel,3,1,n
theft,3,1,n
excreta,3,1,n
prequalify,3,1,n
smooth,3,1,n
parabolic,3,1,n
survivor,3,1,n
caba,3,1,n
ineffective,3,1,a
dentist,3,1,n
clinker,3,1,n
sworn,3,1,n
recourse,3,1,n
generalization,3,1,n
photogrammetry,3,1,n
pal,3,1,n
boo,3,1,n
anticipate,3,1,n
uptake,3,1,n
dynamic,3,1,n
solvent,3,1,n
departure,3,1,n
fabrication,3,1,n
absorber,3,1,n
applicability,3,1,n
finer,3,1,n
unnecessary,3,1,a
yeni,3,1,n
bacon,3,1,n
manito,3,1,n
mediator,3,1,n
mar,3,1,n
strait,3,1,n
drier,3,1,n
sleeper,3,1,n
volcano,3,1,n
spouse,3,1,n
nuisance,3,1,n
encroachment,3,1,n
rack,3,1,n
trash,3,1,n
valeur,3,1,n
constituency,3,1,n
asbestos,3,1,n
author,3,1,n
quarry,3,1,n
foliar,3,1,n
smoke,3,1,n
faucet,3,1,n
persona,3,1,n
color,3,1,n
estuary,3,1,a
bordering,3,1,n
chocolate,3,1,n
cohesive,3,1,n
illicit,3,1,n
erroneous,3,1,a
irreversible,3,1,a
sud,3,1,n
northeastern,3,1,a
attenuation,3,1,n
stretch,3,1,n
leaflet,3,1,n
prove,3,1,n
syndromic,3,1,a
resistance,3,1,n
tract,3,1,n
bailiff,3,1,n
seamless,3,1,n
inclusiveness,3,1,n
rare,3,1,n
proof,3,1,n
unpaid,3,1,a
chimney,3,1,n
root,3,1,n
zo,3,1,n
overdraft,3,1,n
debit,3,1,n
sour,3,1,n
industrialization,3,1,n
appreciation,3,1,n
revaluation,3,1,n
needy,3,1,a
mise,3,1,n
tag,3,1,n
faith,3,1,n
dunder,3,1,n
possession,3,1,n
seventh,3,1,n
toy,3,1,n
calf,3,1,n
shortcoming,3,1,n
curb,3,1,n
tendency,3,1,n
mature,3,1,n
deck,3,1,n
perishable,3,1,a
penetrate,3,1,n
extramural,3,1,a
liable,3,1,a
condenser,3,1,n
flour,3,1,n
custodian,3,1,n
qua,3,1,n
consignment,3,1,n
journey,3,1,n
immature,3,1,n
democratic,3,1,a
symposium,3,1,n
riser,3,1,n
documentary,3,1,n
editor,3,1,n
barn,3,1,n
baby,3,1,n
bud,3,1,n
tetanus,3,1,n
dossier,3,1,n
exhibit,3,1,n
magistrate,3,1,n
difficulty,3,1,n
polyethylene,3,1,n
derivative,3,1,a
convertible,3,1,a
shortfall,3,1,n
retrain,3,1,n
earn,3,1,n
row,3,1,n
bottom,3,1,n
photo,3,1,n
liquor,3,1,n
icy,3,1,n
blast,3,1,n
indexed,3,1,n
handcart,3,1,n
civilian,3,1,a
recycle,3,1,n
back,2,1,n
skyway,2,1,n
disposable,2,1,a
concourse,2,1,n
pablo,2,1,n
dominant,2,1,n
demographic,2,1,n
espalier,2,1,n
finger,2,1,n
centrum,2,1,n
sasan,2,1,n
wife,2,1,n
visible,2,1,a
seam,2,1,n
trench,2,1,n
shelf,2,1,n
hereinabove,2,1,n
lump,2,1,n
redefine,2,1,n
clock,2,1,n
intend,2,1,n
oblige,2,1,n
frill,2,1,n
tol,2,1,n
dent,2,1,n
sare,2,1,n
endowment,2,1,n
unsatisfactory,2,1,n
stem,2,1,n
observational,2,1,a
fatty,2,1,n
balai,2,1,n
infertility,2,1,n
riprap,2,1,n
misconduct,2,1,n
precast,2,1,n
alteration,2,1,n
informative,2,1,a
dyke,2,1,n
query,2,1,n
transmitter,2,1,n
resin,2,1,n
malpractice,2,1,n
puzzle,2,1,n
economical,2,1,a
schistosomiasis,2,1,n
chico,2,1,n
furrow,2,1,n
illiquid,2,1,n
sina,2,1,n
warsaw,2,1,n
payable,2,1,n
sla,2,1,n
bark,2,1,n
brackish,2,1,n
transferable,2,1,a
hurdle,2,1,n
envisage,2,1,n
disinfection,2,1,n
regency,2,1,n
gynecologist,2,1,n
obstetrician,2,1,a
reconstruction,2,1,n
toxoid,2,1,n
motto,2,1,n
precipitator,2,1,n
reintegrate,2,1,n
retailer,2,1,n
limnological,2,1,a
electrostatic,2,1,a
morphology,2,1,n
trap,2,1,n
resume,2,1,n
breastfeeding,2,1,n
dad,2,1,n
arboretum,2,1,n
approximate,2,1,n
claro,2,1,n
drink,2,1,n
precondition,2,1,n
compartment,2,1,n
confederation,2,1,n
jet,2,1,n
excavator,2,1,n
synthetic,2,1,a
grout,2,1,n
contest,2,1,n
nay,2,1,n
geophysics,2,1,n
prosecute,2,1,n
fecal,2,1,a
reservation,2,1,n
irrigator,2,1,n
player,2,1,n
aftertreatment,2,1,n
dust,2,1,n
wiring,2,1,n
influential,2,1,a
proviso,2,1,n
indite,2,1,n
stationery,2,1,n
refrigeration,2,1,n
lent,2,1,n
relent,2,1,n
desire,2,1,n
phosphoric,2,1,n
aegis,2,1,n
marked,2,1,n
theoretical,2,1,a
addendum,2,1,n
entomology,2,1,n
aion,2,1,n
radiology,2,1,n
plenary,2,1,a
humanitarian,2,1,a
reflective,2,1,n
seaward,2,1,n
mall,2,1,n
projector,2,1,n
downturn,2,1,n
arrive,2,1,a
remains,2,1,n
cultivator,2,1,n
sight,2,1,n
sag,2,1,n
advocate,2,1,n
desirable,2,1,a
humanity,2,1,n
aurora,2,1,n
radius,2,1,n
absent,2,1,n
countersignature,2,1,n
assistantship,2,1,n
titular,2,1,n
bon,2,1,n
depreciable,2,1,a
syndicate,2,1,n
academic,2,1,n
amass,2,1,n
send,2,1,n
expire,2,1,n
saint,2,1,n
clientele,2,1,n
itinerant,2,1,n
pluralism,2,1,n
anomaly,2,1,n
cabin,2,1,n
concise,2,1,n
undated,2,1,a
jacket,2,1,n
apparatus,2,1,n
ordinate,2,1,n
sable,2,1,n
pursuance,2,1,n
veterinary,2,1,n
athrough,2,1,n
locate,2,1,n
herbaceous,2,1,a
boom,2,1,n
facsimile,2,1,n
undersluice,2,1,n
dos,2,1,n
uplift,2,1,n
sluiceway,2,1,n
equatorial,2,1,a
peripheral,2,1,n
tent,2,1,n
pneumococcal,2,1,a
actuary,2,1,n
boar,2,1,n
communicability,2,1,n
complication,2,1,n
halt,2,1,n
nowy,2,1,n
unresolved,2,1,a
steppe,2,1,n
architect,2,1,n
classic,2,1,a
nep,2,1,n
pencil,2,1,n
contagious,2,1,a
suicide,2,1,n
trolley,2,1,n
rodent,2,1,n
villus,2,1,n
prevision,2,1,n
mat,2,1,n
geologist,2,1,n
hygienic,2,1,n
commercial,2,1,n
outby,2,1,n
battery,2,1,n
comprehend,2,1,n
mastery,2,1,n
lama,2,1,n
bearer,2,1,n
analogue,2,1,n
gram,2,1,n
automotive,2,1,a
hail,2,1,n
fob,2,1,n
precipitation,2,1,n
centrifugal,2,1,n
hose,2,1,n
rag,2,1,n
sampling,2,1,n
slot,2,1,n
sovereign,2,1,n
destitute,2,1,n
mob,2,1,n
mae,2,1,n
discontinuation,2,1,n
functionary,2,1,n
maroon,2,1,n
ameliorate,2,1,n
warrant,2,1,n
continual,2,1,a
incandescent,2,1,n
kist,2,1,n
summer,2,1,n
uneconomic,2,1,a
revetment,2,1,n
dinero,2,1,n
psychological,2,1,a
courtroom,2,1,n
atechnical,2,1,a
collaborator,2,1,n
convergent,2,1,n
exemplary,2,1,a
gaze,2,1,n
lamb,2,1,n
risque,2,1,n
fin,2,1,n
sri,2,1,n
kina,2,1,n
hostel,2,1,n
rabies,2,1,n
duction,2,1,n
openness,2,1,n
proficiency,2,1,n
planter,2,1,n
proclamation,2,1,n
accredit,2,1,n
vie,2,1,n
archway,2,1,n
parasite,2,1,n
bardo,2,1,n
fieldwork,2,1,n
princess,2,1,n
seism,2,1,n
deem,2,1,n
tradition,2,1,n
moist,2,1,n
anthropology,2,1,n
planimetric,2,1,n
cessation,2,1,n
carpentry,2,1,n
acquaint,2,1,n
bread,2,1,n
modulus,2,1,n
belle,2,1,n
powder,2,1,n
thermoelectric,2,1,n
conceptualization,2,1,n
citrus,2,1,n
cameral,2,1,a
aftercare,2,1,n
agglomeration,2,1,n
appellate,2,1,n
investigator,2,1,n
drunken,2,1,n
unreliable,2,1,a
purification,2,1,n
cruce,2,1,n
dinar,2,1,n
blanco,2,1,n
aguacate,2,1,n
petrol,2,1,n
beam,2,1,n
flash,2,1,n
tutorial,2,1,n
totality,2,1,n
floodway,2,1,n
journalist,2,1,n
graphic,2,1,n
alley,2,1,n
malaria,2,1,n
drawback,2,1,n
decimal,2,1,n
ensemble,2,1,a
pamphlet,2,1,n
arithmetic,2,1,a
aboard,2,1,n
wen,2,1,n
frequent,2,1,n
usefulness,2,1,n
litter,2,1,n
tar,2,1,n
array,2,1,n
duct,2,1,n
stump,2,1,n
tetra,2,1,n
stupe,2,1,n
genie,2,1,n
polio,2,1,n
diarrhea,2,1,n
tic,2,1,a
syrinx,2,1,n
ough,2,1,n
technica,2,1,n
avail,2,1,n
rosario,2,1,n
spate,2,1,n
testing,2,1,n
desirability,2,1,n
caster,2,1,n
billet,2,1,n
ladle,2,1,n
lion,2,1,n
uran,2,1,n
iris,2,1,n
multimodality,2,1,n
sic,2,1,a
diffuse,2,1,n
dietary,2,1,a
foodstuff,2,1,n
luggage,2,1,n
linen,2,1,n
garment,2,1,n
conditioner,2,1,n
aba,2,1,n
subsidy,2,1,n
immaturity,2,1,n
integrator,2,1,n
mastitis,2,1,n
permeable,2,1,a
abandonment,2,1,n
assembly,2,1,n
fluid,2,1,n
populate,2,1,n
responder,2,1,n
executor,2,1,n
impede,2,1,n
underpin,2,1,n
unclassified,2,1,a
mac,2,1,n
bifurcation,2,1,n
prize,2,1,n
faulty,2,1,n
recordation,2,1,n
playground,2,1,n
expropriation,2,1,n
plunge,2,1,n
antibiotic,2,1,n
rive,2,1,n
scrap,2,1,n
transinsular,2,1,n
potentiality,2,1,n
refreshment,2,1,n
devolution,2,1,n
proceed,2,1,n
virtue,2,1,n
harness,2,1,n
onwards,2,1,n
authentication,2,1,n
fen,2,1,n
film,2,1,n
directional,2,1,n
unidirectional,2,1,a
ascus,2,1,n
notify,2,1,n
separate,2,1,n
informality,2,1,n
fossil,2,1,n
fluctuation,2,1,n
tai,2,1,n
blinking,2,1,n
emblematic,2,1,a
undersecretary,2,1,a
indemnity,2,1,n
miner,2,1,n
ume,2,1,n
playa,2,1,n
pallet,2,1,n
marina,2,1,n
coarse,2,1,n
sory,2,1,n
uncertified,2,1,a
unsuitable,2,1,a
copper,2,1,n
multiplex,2,1,n
operable,2,1,a
checked,2,1,n
promissory,2,1,n
cooler,2,1,n
logbook,2,1,n
susceptible,2,1,a
providence,2,1,n
visor,2,1,n
assis,2,1,n
primer,2,1,n
intermediation,2,1,n
crew,2,1,n
inhibition,2,1,n
elevation,2,1,n
pork,2,1,n
unsound,2,1,n
notary,2,1,a
contraception,2,1,n
inshore,2,1,n
skipper,2,1,n
geneva,2,1,n
incineration,2,1,n
reconcile,2,1,n
fils,2,1,n
restrive,2,1,n
dram,2,1,n
cab,2,1,n
mu,2,1,n
hindrance,2,1,n
gen,2,1,n
reality,2,1,n
sort,2,1,n
cooker,2,1,n
apprentice,2,1,n
affinity,2,1,n
barra,2,1,n
salty,2,1,n
instill,2,1,n
poly,2,1,n
senate,2,1,n
goose,2,1,n
carp,2,1,n
pondage,2,1,n
embryo,2,1,n
grove,2,1,n
dopa,2,1,n
skidder,2,1,n
rect,2,1,n
asphaltic,2,1,a
meta,2,1,n
tucum,2,1,n
topical,2,1,a
blending,2,1,n
numerical,2,1,a
versus,2,1,n
watcher,2,1,n
vill,2,1,n
abolishment,2,1,n
conservancy,2,1,n
hangar,2,1,n
bravo,2,1,n
vest,2,1,n
revoke,2,1,n
bureaucratic,2,1,a
decompression,2,1,n
tracked,2,1,n
amnesty,2,1,n
cacao,2,1,n
commensurate,2,1,n
dop,2,1,n
anam,2,1,n
photograph,2,1,n
sunder,2,1,n
apex,2,1,n
invasive,2,1,a
liner,2,1,n
mao,2,1,n
preheater,2,1,n
chef,2,1,n
rainy,2,1,n
utensil,2,1,n
moratorium,2,1,n
kier,2,1,n
explorer,2,1,n
usability,2,1,n
taxable,2,1,a
excerpt,2,1,n
hei,2,1,n
realistic,2,1,a
adiagnostic,2,1,a
therapist,2,1,n
fairway,2,1,n
monastery,2,1,n
inadequate,2,1,n
kai,2,1,n
ah,2,1,n
coaxial,2,1,n
offerable,2,1,a
zoonosis,2,1,n
gra,2,1,n
chia,2,1,n
zoonotic,2,1,a
fixation,2,1,n
contraction,2,1,n
potential,2,1,n
figuration,2,1,n
exotic,2,1,a
multidimensional,2,1,n
aromatic,2,1,a
eleventh,2,1,n
attempt,2,1,n
cede,2,1,n
tang,2,1,n
bibliographic,2,1,a
reputation,2,1,n
reet,2,1,n
rotation,2,1,n
marketing,2,1,n
divide,2,1,n
abutment,2,1,n
syndrome,2,1,n
peaceful,2,1,n
enablement,2,1,n
cee,2,1,n
raya,2,1,n
inequity,2,1,n
chili,2,1,n
travail,2,1,n
ranger,2,1,n
vol,2,1,n
eon,2,1,n
pete,2,1,n
wrong,2,1,a
habilitation,2,1,n
deterrent,2,1,n
referendum,2,1,n
behind,2,1,n
wane,2,1,n
discourage,2,1,n
indigent,2,1,n
eats,2,1,n
amir,2,1,n
fork,2,1,n
visibility,2,1,n
wash,2,1,n
ady,2,1,n
evaluative,2,1,a
coppice,2,1,n
linear,2,1,n
prairie,2,1,n
ail,2,1,n
washout,2,1,n
vent,2,1,n
temperate,2,1,n
dosimeter,2,1,n
clothing,2,1,n
knot,2,1,n
stumpage,2,1,n
uval,2,1,n
het,2,1,n
poi,2,1,n
yee,2,1,n
stratification,2,1,n
asper,2,1,n
amen,2,1,n
ration,2,1,n
mutualist,2,1,n
antimonopoly,2,1,n
codification,2,1,n
unfinished,2,1,a
tete,2,1,n
contiguous,2,1,a
invasion,2,1,n
tory,2,1,n
run,2,1,n
franchise,2,1,n
cycling,2,1,n
aerologic,2,1,n
meteorologic,2,1,n
familiar,2,1,a
uniformed,2,1,a
doubt,2,1,n
synchronization,2,1,n
cloud,2,1,n
sensor,2,1,n
tomato,2,1,n
firewood,2,1,n
checkup,2,1,n
stacker,2,1,n
toother,2,1,n
pep,2,1,n
appearance,2,1,n
pet,2,1,n
hak,2,1,n
lee,2,1,n
hong,2,1,n
technical,2,1,n
agile,2,1,n
pon,2,1,n
vetiveria,2,1,n
valuable,2,1,a
ssu,2,1,n
willingness,2,1,n
sept,2,1,n
lar,2,1,n
stall,2,1,n
deterrence,2,1,n
aluminum,2,1,n
dignity,2,1,n
resumption,2,1,n
disruptive,2,1,n
roe,2,1,n
pia,2,1,n
meaningful,2,1,n
arrange,2,1,n
hoe,2,1,n
dee,2,1,n
neutralize,2,1,n
imbalance,2,1,n
paleontology,2,1,n
gallery,2,1,n
circle,2,1,n
dot,2,1,n
ug,2,1,n
unwarranted,2,1,a
reprovision,2,1,n
ped,2,1,n
incurrence,2,1,n
depreciation,2,1,n
apriori,2,1,n
rotary,2,1,n
appetite,2,1,n
withstand,2,1,n
suite,2,1,n
firn,2,1,n
slide,2,1,n
honorarium,2,1,n
gon,2,1,n
recuperation,2,1,n
voting,2,1,n
reclaim,2,1,n
lew,2,1,n
legume,2,1,n
silo,2,1,n
scan,2,1,a
mare,2,1,n
eve,2,1,n
suggest,2,1,n
countermeasure,2,1,n
sect,2,1,n
ach,2,1,n
chosen,2,1,n
fir,2,1,n
beneficiation,2,1,n
hau,2,1,n
collision,2,1,n
technician,2,1,a
staircase,2,1,n
cure,2,1,n
err,2,1,n
topographics,2,1,n
regenerate,2,1,n
hole,2,1,n
bench,2,1,n
slash,2,1,n
ness,2,1,n
sear,2,1,n
mosquito,2,1,n
death,2,1,n
pastoralism,2,1,n
disburse,2,1,n
nu,2,1,n
ammonia,2,1,n
radiator,2,1,n
gong,2,1,n
talc,2,1,n
evaporation,2,1,n
chiller,2,1,n
amour,2,1,n
inductive,2,1,a
wim,2,1,n
airstrip,2,1,n
guidebook,2,1,n
enrichment,2,1,n
tolerant,2,1,n
urea,2,1,n
pam,2,1,n
scarcity,2,1,n
egg,2,1,n
biding,2,1,n
yean,2,1,n
yer,2,1,n
wake,2,1,n
tear,2,1,n
tu,2,1,n
commuter,2,1,n
speedy,2,1,n
fat,2,1,n
sodium,2,1,n
yar,2,1,n
stilt,2,1,n
lecture,2,1,n
recompletion,2,1,n
purl,2,1,n
laser,2,1,n
viva,2,1,n
ame,2,1,n
radial,2,1,n
diffuser,2,1,n
undergo,2,1,n
hernia,2,1,n
transpiration,2,1,n
discovery,2,1,n
conservatorship,2,1,n
kob,2,1,n
forgiveness,2,1,n
compromise,2,1,n
trustee,2,1,n
segregate,2,1,n
teenage,2,1,n
useful,2,1,a
unscheduled,2,1,a
thro,2,1,n
costly,2,1,a
disadvantage,2,1,n
puke,2,1,n
heretofore,2,1,n
defender,2,1,n
aesthetic,2,1,a
disconnect,2,1,n
duo,2,1,n
traceability,2,1,n
label,2,1,n
childbirth,2,1,n
neb,2,1,n
discriminative,2,1,n
sabbatical,2,1,a
skep,2,1,n
sun,2,1,n
dweller,2,1,n
wid,2,1,n
father,2,1,n
oasis,2,1,n
outlook,2,1,n
punctual,2,1,a
contemporary,2,1,a
scavenger,2,1,n
quei,2,1,n
aerator,2,1,n
bot,2,1,n
outplan,2,1,n
radiotherapy,2,1,n
crucial,2,1,a
beside,2,1,n
crack,2,1,n
disorder,2,1,n
fuller,2,1,n
laundry,2,1,n
pino,2,1,n
extant,2,1,n
idle,2,1,a
weighbridge,2,1,n
comparability,2,1,n
chill,2,1,n
bum,2,1,n
radiological,2,1,a
fu,2,1,n
born,2,1,n
ava,2,1,n
accompaniment,2,1,n
supple,2,1,n
presidencia,2,1,n
eradicate,2,1,n
seriousness,2,1,n
expiry,2,1,n
rupiah,2,1,n
mentary,2,1,n
duplicate,2,1,n
social,2,1,n
worn,2,1,n
automatization,2,1,n
speaker,2,1,n
animator,2,1,n
talent,2,1,n
hydric,2,1,n
studio,2,1,n
tern,2,1,n
sauce,2,1,n
thaw,2,1,n
dimensional,2,1,n
electromagnetic,2,1,a
fazenda,2,1,n
moyen,2,1,n
undue,2,1,a
besides,2,1,n
composite,2,1,a
rattan,2,1,n
cellular,2,1,a
harvester,2,1,n
coalition,2,1,n
serrana,2,1,n
omission,2,1,n
eel,2,1,n
drawdown,2,1,n
tentative,2,1,n
string,2,1,n
sence,2,1,n
zonation,2,1,n
wallet,2,1,n
silk,2,1,n
hospitalization,2,1,n
mitre,2,1,n
governmental,2,1,n
converter,2,1,n
plancher,2,1,n
pursuit,2,1,n
butadiene,2,1,n
electrode,2,1,n
nasal,2,1,n
skip,2,1,n
blend,2,1,n
characterization,2,1,n
sawah,2,1,n
digester,2,1,n
thickener,2,1,n
aide,2,1,n
emotional,2,1,a
sen,2,1,n
offish,2,1,a
swift,2,1,n
mask,2,1,n
tome,2,1,n
creche,2,1,n
gad,2,1,n
oxidation,2,1,n
consecutive,2,1,a
allowable,2,1,a
chipper,2,1,n
umbrella,2,1,n
abolition,2,1,n
tad,2,1,n
banger,2,1,n
snew,1,1,n
senile,1,1,n
cit,1,1,n
alp,1,1,n
synopsis,1,1,n
aly,1,1,n
understood,1,1,n
pale,1,1,n
wad,1,1,n
evolve,1,1,n
pain,1,1,n
alphabet,1,1,n
digest,1,1,n
boarder,1,1,n
eme,1,1,n
siding,1,1,n
magistracy,1,1,n
spor,1,1,n
eta,1,1,n
cha,1,1,n
algorithm,1,1,n
bucket,1,1,n
acting,1,1,n
wem,1,1,n
dolphin,1,1,n
kor,1,1,n
unsanitary,1,1,a
improper,1,1,n
nitrification,1,1,n
toto,1,1,n
try,1,1,n
underwrite,1,1,a
spontaneous,1,1,a
clad,1,1,n
quintile,1,1,n
germination,1,1,n
gun,1,1,n
hump,1,1,n
rhe,1,1,n
pecuniary,1,1,a
mon,1,1,n
epuration,1,1,n
mew,1,1,n
annotation,1,1,n
indemnification,1,1,n
yoy,1,1,n
registral,1,1,a
hierarchy,1,1,n
cervix,1,1,n
sess,1,1,n
switchboard,1,1,n
dew,1,1,n
cham,1,1,n
rue,1,1,n
respectful,1,1,n
important,1,1,a
yr,1,1,n
bollard,1,1,n
kudu,1,1,n
spew,1,1,n
sial,1,1,a
divergence,1,1,n
trestle,1,1,n
proximate,1,1,n
sanitarium,1,1,n
fitness,1,1,n
rancho,1,1,n
unlock,1,1,n
bookshelf,1,1,n
simpler,1,1,n
sib,1,1,n
ashore,1,1,n
suction,1,1,n
existent,1,1,n
although,1,1,n
hinge,1,1,n
bat,1,1,n
renew,1,1,n
snee,1,1,n
tau,1,1,n
magnesium,1,1,n
dredger,1,1,n
loophole,1,1,n
hopper,1,1,n
adaption,1,1,n
beekeeping,1,1,n
manioc,1,1,n
raider,1,1,n
reassign,1,1,n
antirabic,1,1,n
incumbrance,1,1,n
depletion,1,1,n
ax,1,1,n
cooky,1,1,n
toxicity,1,1,n
transmittance,1,1,n
tirr,1,1,n
ravel,1,1,n
moan,1,1,n
janua,1,1,n
magnetic,1,1,a
resonance,1,1,n
malignant,1,1,n
endoscopy,1,1,n
saj,1,1,n
receivership,1,1,n
ump,1,1,n
attenuate,1,1,n
particulate,1,1,n
teil,1,1,n
redirection,1,1,n
immersion,1,1,n
dilution,1,1,n
kernel,1,1,n
knowledgeable,1,1,a
multiply,1,1,n
electrometrical,1,1,a
titanic,1,1,n
beneath,1,1,n
empanel,1,1,n
firca,1,1,n
innovate,1,1,n
mim,1,1,n
seary,1,1,a
cote,1,1,n
lie,1,1,n
dale,1,1,n
eraser,1,1,n
shipyard,1,1,n
steen,1,1,n
domestic,1,1,n
devolvement,1,1,n
fatality,1,1,n
neo,1,1,n
edible,1,1,a
rectangular,1,1,n
tuber,1,1,n
sol,1,1,n
bunker,1,1,n
capped,1,1,n
electoral,1,1,a
palanka,1,1,n
awide,1,1,n
goa,1,1,n
permeability,1,1,n
exaltation,1,1,n
fanner,1,1,n
proliferation,1,1,n
reeve,1,1,n
ortho,1,1,n
cry,1,1,n
entrant,1,1,n
seel,1,1,n
practicum,1,1,n
realm,1,1,n
lance,1,1,n
fortification,1,1,n
psychiatric,1,1,n
karo,1,1,n
dairi,1,1,n
freezer,1,1,n
attractor,1,1,n
globe,1,1,n
oki,1,1,n
aam,1,1,n
tannery,1,1,n
honey,1,1,n
counterfeit,1,1,n
spay,1,1,n
slaw,1,1,n
affirmative,1,1,a
decade,1,1,n
verifier,1,1,n
soap,1,1,n
stool,1,1,n
cabotage,1,1,n
roque,1,1,n
photogrammetric,1,1,n
terminus,1,1,n
ventilator,1,1,n
bonsai,1,1,n
impairment,1,1,n
empanelment,1,1,n
granular,1,1,n
cardiac,1,1,n
scraper,1,1,n
respite,1,1,n
bang,1,1,n
hospice,1,1,n
ghazi,1,1,n
speech,1,1,n
entail,1,1,n
proximity,1,1,n
conditionality,1,1,n
interpersonal,1,1,a
predicate,1,1,n
traveller,1,1,n
fiduciary,1,1,n
packet,1,1,n
livability,1,1,n
eleven,1,1,n
catcher,1,1,n
steady,1,1,a
slug,1,1,n
accretion,1,1,n
democratization,1,1,n
daer,1,1,n
symbiosis,1,1,n
holistic,1,1,a
pull,1,1,n
phreatic,1,1,a
unlicensed,1,1,a
flume,1,1,n
catalyze,1,1,n
canton,1,1,n
bree,1,1,n
disallow,1,1,n
tandem,1,1,n
cotemporary,1,1,n
major,1,1,n
sunset,1,1,n
eke,1,1,n
derive,1,1,n
facet,1,1,n
ort,1,1,n
batch,1,1,n
unjustified,1,1,a
permissive,1,1,n
agama,1,1,n
unleaded,1,1,a
benign,1,1,n
bruit,1,1,n
potion,1,1,n
underneath,1,1,n
stayed,1,1,n
dank,1,1,n
diet,1,1,n
hen,1,1,n
sculptural,1,1,a
precaution,1,1,n
arad,1,1,n
fiscalization,1,1,n
ski,1,1,n
superfluous,1,1,a
grapevine,1,1,n
unintended,1,1,a
neat,1,1,n
moha,1,1,n
cone,1,1,n
reassistance,1,1,n
psychology,1,1,n
atta,1,1,n
bidet,1,1,n
meander,1,1,n
ramada,1,1,n
integrative,1,1,a
pau,1,1,n
yearbook,1,1,n
sophistication,1,1,n
urn,1,1,n
tepid,1,1,n
cor,1,1,n
distributive,1,1,n
wot,1,1,n
slave,1,1,n
grab,1,1,n
danger,1,1,n
tremble,1,1,a
hog,1,1,n
lof,1,1,n
ase,1,1,n
arn,1,1,n
doctrine,1,1,n
collapse,1,1,n
gulae,1,1,n
timor,1,1,n
font,1,1,n
beg,1,1,n
commit,1,1,n
divest,1,1,n
army,1,1,n
asp,1,1,n
jade,1,1,n
answer,1,1,n
afar,1,1,n
grocery,1,1,n
sado,1,1,n
reimburse,1,1,n
embassy,1,1,n
bal,1,1,n
reglement,1,1,n
lat,1,1,n
tash,1,1,n
taj,1,1,n
marsh,1,1,n
imminent,1,1,n
roud,1,1,n
massive,1,1,a
suid,1,1,n
railing,1,1,n
pind,1,1,n
tur,1,1,n
unfair,1,1,n
ell,1,1,n
outward,1,1,n
millet,1,1,n
mathematical,1,1,a
compaction,1,1,n
benzene,1,1,n
generall,1,1,n
chromatography,1,1,n
melon,1,1,n
colorado,1,1,n
magnifier,1,1,n
espinal,1,1,a
puppet,1,1,n
cosmetic,1,1,n
romero,1,1,n
reversal,1,1,n
salina,1,1,n
migratory,1,1,n
forestair,1,1,n
precision,1,1,n
reformer,1,1,n
ethnographic,1,1,a
matric,1,1,n
mortal,1,1,n
metis,1,1,n
attitudinal,1,1,a
wale,1,1,n
genus,1,1,n
piezometric,1,1,n
accouchement,1,1,n
story,1,1,n
altar,1,1,n
naphtha,1,1,n
awe,1,1,n
old,1,1,n
arse,1,1,n
redistribute,1,1,n
negotiable,1,1,a
paar,1,1,n
dug,1,1,n
daytime,1,1,n
ambitious,1,1,a
sue,1,1,n
characterize,1,1,n
numeral,1,1,a
vine,1,1,n
gat,1,1,n
skimmer,1,1,n
viticulture,1,1,n
unde,1,1,n
symbol,1,1,n
smore,1,1,n
due,1,1,n
assimilate,1,1,n
foe,1,1,n
experimentation,1,1,n
atmospheric,1,1,a
booting,1,1,n
sett,1,1,n
roper,1,1,n
lethal,1,1,n
dation,1,1,n
fae,1,1,n
quagmire,1,1,n
ford,1,1,n
encyclopedia,1,1,n
renegotiation,1,1,n
fairness,1,1,n
inadequacy,1,1,n
distillation,1,1,n
milla,1,1,n
psi,1,1,n
banga,1,1,n
infield,1,1,n
muleta,1,1,n
antique,1,1,n
revegetation,1,1,n
reforest,1,1,n
wawa,1,1,n
rye,1,1,n
refusal,1,1,n
talisay,1,1,n
bate,1,1,n
potent,1,1,n
labium,1,1,n
fender,1,1,n
regent,1,1,n
rob,1,1,n
nylon,1,1,n
conurbation,1,1,n
mala,1,1,n
kilometric,1,1,n
ache,1,1,n
invent,1,1,n
rond,1,1,n
ogee,1,1,n
hunger,1,1,n
religion,1,1,n
quantifiable,1,1,a
expensive,1,1,a
